Category,Product_Name,Amazon_Price,Amazon_Coupon,Amazon_URL,Flipkart_Price,Flipkart_Coupon,Flipkart_URL
Laptops,Dell G15,72299,"10% off on ICICI CC (up to ₹3000)",https://www.amazon.in/Dell-G15-5530-Gaming-Laptop/dp/B0D5J8G9YJ,74990,"5% cashback on Axis CC",https://www.flipkart.com/dell-g15-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-g15-5520-gaming-laptop/p/itmd02c3f36a6f12
Laptops,HP Victus 16,72152,"10% off on SBI CC (up to ₹3000)",https://www.amazon.in/HP-i5-13420H-Upgrade-Office24-fa2700TX/dp/B0DTYZ2CG8,58490,"10% off on ICICI CC (up to ₹2500)",https://www.flipkart.com/hp-victus-15-fa2103tx-gaming-laptop-13th-gen-core-i7-16gb-512gb-ssd-win11-6gb-graphics-rtx4050-15-6-inch-144-hz-full-hd-gaming-laptop/p/itm1c4b849213a0e
Laptops,Lenovo IdeaPad Gaming 3,60990,"10% off on HDFC CC (up to ₹2000)",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Backlit-82K10198IN/dp/B0B4JQ9X9C,60990,"5% cashback on HDFC CC",https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-10th-gen-10300h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15imh05-laptop/p/itmcfffcaf75270b
Laptops,MSI Katana GF66,95990,"10% off on ICICI CC (up to ₹4000)",https://www.amazon.in/MSI-Katana-GF66-12UE-2025/dp/B0D5J8G9YJ,95490,"10% off on Axis CC (up to ₹3000)",https://www.flipkart.com/msi-katana-gf66-intel-core-i7-12th-gen-12650h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-katana-gf66-12uc-880in-gaming-laptop/p/itm810160194f52f
Laptops,Acer Aspire Vero,43890,"10% off on SBI CC (up to ₹2000)",https://www.amazon.in/Acer-Aspire-Vero-AV15-53P-2025/dp/B0D5J8G9YJ,43890,"5% cashback on ICICI CC",https://www.flipkart.com/acer-aspire-vero-av15-53p-2025-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-av15-53p-thin-light-laptop/p/itm0d5c7d4d7b5e4
Laptops,Samsung Galaxy Book3,100990,"10% off on HDFC CC (up to ₹4000)",https://www.amazon.in/Samsung-Galaxy-Book3-Core-1355U/dp/B0CXJ6N1LD,100990,"10% off on HDFC CC (up to ₹3000)",https://www.flipkart.com/samsung-galaxy-book3-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm0e92b767a53da
Laptops,ASUS Zenbook 14,139990,"10% off on ICICI CC (up to ₹5000)",https://www.amazon.in/ASUS-Zenbook-14-Ultra-7-155H/dp/B0D5H8G7YJ,92590,"5% cashback on Axis CC",https://www.flipkart.com/asus-zenbook-14-oled-2025-touch-screen-backlit-keyboard-full-metal-body-intel-core-ultra-5-225h-16-gb-1-tb-ssd-windows-11-home-ux3405ca-pz345ws-thin-light-laptop/p/itm7247031999b45
Laptops,Dell Latitude 7440,146652,"10% off on SBI CC (up to ₹5000)",https://www.amazon.in/Dell-Latitude-7440-2-in-1/dp/B0D3M7J6K2,146652,"10% off on ICICI CC (up to ₹4000)",https://www.flipkart.com/dell-latitude-7440-2-in-1-intel-core-i7-13th-gen-1365u-16-gb-512-gb-ssd-windows-11-pro-14-inch-2-in-1-laptop/p/itm5f4b3a9c5e4d6
Laptops,HP EliteBook 840 G10,91990,"10% off on HDFC CC (up to ₹4000)",https://www.amazon.in/HP-EliteBook-840-G10-Notebook/dp/B0D5J8G9YJ,91990,"5% cashback on HDFC CC",https://www.flipkart.com/hp-elitebook-840-g10-9f5z1pa-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-pro-14-inch-ultra-thin-light-laptop/p/itm0d5c7d4d7b5e4
Laptops,Lenovo ThinkPad X1 Carbon,213990,"10% off on ICICI CC (up to ₹5000)",https://www.amazon.in/Lenovo-ThinkPad-X1-Carbon-G9/dp/B0D7K9L2M3,213990,"10% off on Axis CC (up to ₹5000)",https://www.flipkart.com/lenovo-thinkpad-x1-carbon-gen-9-21hm0009in-intel-core-i7-11th-gen-1165g7-32-gb-1-tb-ssd-windows-10-pro-14-inch-ultra-thin-light-laptop/p/itm6f8b3c4d7e5f2
Laptops,Microsoft Surface Laptop 5,89990,"10% off on SBI CC (up to ₹4000)",https://www.amazon.in/Microsoft-Surface-Laptop-Laptop5-Sandstone/dp/B0B9PFDVN5,89990,"5% cashback on ICICI CC",https://www.flipkart.com/microsoft-surface-laptop-5-intel-core-i5-12th-gen-1235u-8-gb-256-gb-ssd-windows-11-home-qzi-00023-thin-light/p/itmd0cd9f11d6579
Laptops,Apple MacBook Air M2,79994,"10% off on HDFC CC (up to ₹4000)",https://www.amazon.in/Apple-2022-MacBook-Air-M2/dp/B0D3M7J6K2,60990,"10% off on HDFC CC (up to ₹3000)",https://www.flipkart.com/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-13-6-inch-ultra-thin-light-laptop/p/itm5f4b3a9c5e4d6
Laptops,Dell Inspiron 16,77990,"10% off on ICICI CC (up to ₹3000)",https://www.amazon.in/Dell-Inspiron-16-5630-Laptop/dp/B0D5J8G9YJ,77990,"5% cashback on Axis CC",https://www.flipkart.com/dell-inspiron-16-5630-intel-core-i7-13th-gen-13620h-16-gb-1-tb-ssd-windows-11-home-16-inch-gaming-laptop/p/itm0d5c7d4d7b5e4
Laptops,HP Envy x360,86303,"10% off on SBI CC (up to ₹3000)",https://www.amazon.in/HP-Enhanced-14-inch-Camera-FC0100TU/dp/B0CWFG8ZQM,76490,"10% off on ICICI CC (up to ₹2500)",https://www.flipkart.com/hp-envy-x360-intel-core-i7-13th-gen-1355u-16-gb-1-tb-ssd-windows-11-home-14-ek1010tu-2-1-laptop/p/itm21fc353b17eed
Laptops,Lenovo IdeaPad 1,36990,"10% off on HDFC CC (up to ₹2000)",https://www.amazon.in/Lenovo-Ideapad-39-6Cm-Windows-82LX00F7IN/dp/B0F8QDP5MK,36990,"5% cashback on HDFC CC",https://www.flipkart.com/lenovo-ideapad-1-15igl7-intel-celeron-dual-core-4th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-15igl07-thin-light-laptop/p/itmca2a1a828f59d
Laptops,Acer Swift 3,59999,"10% off on ICICI CC (up to ₹2000)",https://www.amazon.in/Acer-Swift-3-SF314-43-2025/dp/B0D5J8G9YJ,59999,"10% off on Axis CC (up to ₹1500)",https://www.flipkart.com/acer-swift-3-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-sf314-43-thin-light-laptop/p/itmec04cc41c2f73
Laptops,ASUS VivoBook S14,67990,"10% off on SBI CC (up to ₹3000)",https://www.amazon.in/ASUS-VivoBook-S14-S3407VA-LY033WS/dp/B0D5J8G9YJ,67990,"5% cashback on ICICI CC",https://www.flipkart.com/asus-vivobook-s14-2025-office-2024-m365-basic-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-s3407va-ly037ws-thin-light-laptop/p/itm820c07740b4c9
Laptops,Samsung Galaxy Book2,65990,"10% off on HDFC CC (up to ₹3000)",https://www.amazon.in/Samsung-Galaxy-Book2-360-NP730QFG-KA1IN/dp/B0D7K9L2M3,65990,"10% off on HDFC CC (up to ₹2500)",https://www.flipkart.com/samsung-galaxy-book-2-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-np550-thin-light-laptop/p/itmcb89499a3c4e4
Laptops,MSI Modern 14,54990,"10% off on ICICI CC (up to ₹2000)",https://www.amazon.in/MSI-Modern-14-C7M-2025/dp/B0D5H8G7YJ,54990,"5% cashback on Axis CC",https://www.flipkart.com/msi-modern-14-c7m-2025-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-modern-14-c7m-thin-light-laptop/p/itm0d5c7d4d7b5e4
Laptops,HP 250 G9,33900,"10% off on SBI CC (up to ₹1500)",https://www.amazon.in/HP-250-Notebook-15-6-inch/dp/B0C5MFMH75,33900,"10% off on ICICI CC (up to ₹1000)",https://www.flipkart.com/hp-250-g9-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15-6-inch-thin-light-laptop/p/itm5f4b3a9c5e4d6
Laptops,Dell Vostro 14,64499,"10% off on HDFC CC (up to ₹2000)",https://www.amazon.in/Dell-Vostro-3400-Integrated-D552186WIN9BE/dp/B097T1WN1Y,64499,"5% cashback on HDFC CC",https://www.flipkart.com/dell-vostro-laptop/p/itm5f4b3a9c5e4d6
Headphones,GOBOULT Z40,999,"10% off on SBI CC (up to ₹200)",https://www.amazon.in/Boult-Audio-Wireless-Playtime-Bluetooth/dp/B0BQN2RMJF,999,"5% cashback on Axis CC",https://www.flipkart.com/boult-audio-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth-headset/p/itm572c7e922965d
Headphones,boAt Airdopes 141 ANC,899,"10% off on HDFC CC (up to ₹300)",https://www.amazon.in/boAt-Airdopes-141-ANC-Earbuds/dp/B0C7QS9M38,899,"10% off on ICICI CC (up to ₹200)",https://www.flipkart.com/boat-airdopes-141-anc-truly-wireless-bluetooth-v5-3-earbuds-42h-playtime-quad-mics-enc-anc-50ms-latency-ipx5-13mm-drivers-black/p/itm5f4b3a9c5e4d6
Headphones,boAt Airdopes 121 Pro Plus,1099,"10% off on ICICI CC (up to ₹200)",https://www.amazon.in/boAt-Airdopes-121-Pro-Plus/dp/B0D49XY9Y8,1099,"5% cashback on HDFC CC",https://www.flipkart.com/boat-airdopes-121-pro-plus-truly-wireless-bluetooth-v5-3-earbuds-50h-playtime-iwp-tech-quad-mics-enc-asap-charge-cip-ipx4-active-black/p/itm6f8b3c4d7e5f2
Headphones,Mivi DuoPods i2,699,"10% off on SBI CC (up to ₹100)",https://www.amazon.in/Mivi-DuoPods-Wireless-Playtime-Charging/dp/B0CRTJH57W,699,"10% off on Axis CC (up to ₹100)",https://www.flipkart.com/mivi-duopods-i2-truly-wireless-bluetooth-v5-3-earbuds-30h-playtime-quad-mic-enc-low-latency-13mm-drivers-ipx4-active-black/p/itm0d5c7d4d7b5e4
Headphones,boAt Rockerz 411,1399,"10% off on HDFC CC (up to ₹300)",https://www.amazon.in/boAt-Rockerz-411-Bluetooth-Headphones/dp/B0FC2Y8XYF,1399,"5% cashback on ICICI CC",https://www.flipkart.com/boat-rockerz-411-bluetooth-headphones-w-40h-playtime-beast-mode-40ms-bt-v5-4/p/itmf824790d6dde3
Headphones,Fire-Boltt Fire Pods Aero,799,"10% off on ICICI CC (up to ₹200)",https://www.amazon.in/FirePods-Bluetooth-Wireless-Earphones-Playtime/dp/B0FM6B9Z45,799,"10% off on HDFC CC (up to ₹200)",https://www.flipkart.com/fire-boltt-fire-pods-aero-truly-wireless-bluetooth-v5-3-earbuds-40h-playtime-quad-mic-enc-low-latency-10mm-drivers-ipx5-black/p/itm0d5c7d4d7b5e4
Headphones,boAt Airdopes Prime 701 ANC,1799,"10% off on SBI CC (up to ₹500)",https://www.amazon.in/boAt-Airdopes-Multidevice-Bluetooth-Earphones/dp/B0F8BVYRWS,1799,"5% cashback on Axis CC",https://www.flipkart.com/boat-airdopes-prime-701-anc-bluetooth-gaming/p/itm1eee93ab91d2c
Headphones,GOBOULT Z20,699,"10% off on HDFC CC (up to ₹100)",https://www.amazon.in/Boult-Wireless-Bluetooth-Playtime-Controls/dp/B0DSG51QM1,699,"10% off on ICICI CC (up to ₹100)",https://www.flipkart.com/goboult-z20-wireless-headphones-50-h-playtime-40mm-drivers-enc-mic-type-c-fast-charging-3-eq-modes-ipx5-black/p/itm0d5c7d4d7b5e4
Headphones,SONY WH-CH520,3990,"10% off on ICICI CC (up to ₹500)",https://www.amazon.in/Sony-WH-CH520-Wireless-Headphones-Bluetooth/dp/B0BTMRVJ8D,3990,"5% cashback on HDFC CC",https://www.flipkart.com/sony-wh-ch520-50-hrs-playtime-dsee-upscale-multipoint-connection-dual-pairing-bluetooth-headset/p/itm064cf3dcf3b5c
Headphones,JBL Tune 510BT,2299,"10% off on SBI CC (up to ₹300)",https://www.amazon.in/JBL-Wireless-Headphones-Bluetooth-Assistant/dp/B08QTVL6C5,2299,"10% off on Axis CC (up to ₹300)",https://www.flipkart.com/jbl-tune-510bt-40hr-playtime-pure-bass-quick-charge-multi-connect-bluetooth/p/itm83cbcde67175a
Headphones,Sony WH-CH720N,8800,"10% off on HDFC CC (up to ₹800)",https://www.amazon.in/Sony-WH-CH720N-Cancelling-Headphones-Multipoint/dp/B0BTM1Y3S3,8490,"5% cashback on ICICI CC",https://www.flipkart.com/sony-wh-ch720n-active-noise-cancelling-50-hrs-battery-life-multipoint-connection-bluetooth/p/itm2372dae5e7e59
Headphones,boAt Rockerz 550,1299,"10% off on ICICI CC (up to ₹500)",https://www.amazon.in/boAt-Bluetooth-Wireless-Headphones-Isolation/dp/B0856HNLDK,1299,"10% off on HDFC CC (up to ₹300)",https://www.flipkart.com/boat-rockerz-550-wireless-headphones-bluetooth-v5-0-wick-cushions-20h-playtime-50mm-drivers-dual-eq-modes-aux-port-ipx4-gunmetal-black/p/itm5f4b3a9c5e4d6
Headphones,Noise Two,1699,"10% off on SBI CC (up to ₹300)",https://www.amazon.in/Launched-Noise-Headphones-Playtime-Latency/dp/B0B1PX62WJ,1699,"5% cashback on Axis CC",https://www.flipkart.com/noise-two-50-hours-playtime-low-latency-up-40ms-dual-pairing-wireless-bluetooth-headset/p/itm8b9860f746f9a
Headphones,OnePlus Bullets Z2,1349,"10% off on HDFC CC (up to ₹200)",https://www.amazon.in/OnePlus-Wireless-Earbuds-Titanium-Playback/dp/B0BYJ6ZMTS,1349,"10% off on ICICI CC (up to ₹200)",https://www.flipkart.com/oneplus-bullets-wireless-z2-bluetooth-headset/p/itm4c3852314bb61
Headphones,Realme Buds Air 5,2795,"10% off on ICICI CC (up to ₹600)",https://www.amazon.in/realme-Wireless-Titanized-Charging-Ultra-Low/dp/B0CLSVSJF3,2795,"5% cashback on HDFC CC",https://www.flipkart.com/realme-buds-air-5-50db-anc-12-4mm-dynamic-bass-driver-upto-38-hours-playback-bluetooth-headset/p/itm8102ba49bb015
Headphones,Samsung Galaxy Buds 2,7975,"10% off on SBI CC (up to ₹1000)",https://www.amazon.in/Samsung-Cancellation-Feature-Battery-Graphite/dp/B09DGKPH4R,7975,"10% off on Axis CC (up to ₹800)",https://www.flipkart.com/samsung-galaxy-buds-2-bluetooth/p/itm00b9ce92a6c9b
Headphones,Apple AirPods 2,10900,"10% off on HDFC CC (up to ₹1500)",https://www.amazon.in/Apple-AirPods-Pro-2nd-Generation/dp/B0BDKD8DVD,10900,"5% cashback on ICICI CC",https://www.flipkart.com/apple-airpods-pro-2nd-generation-magsafe-case-usb-c-bluetooth-headset/p/itm60c8f5a308352
Headphones,Bose QuietComfort 45,24990,"10% off on ICICI CC (up to ₹2000)",https://www.amazon.in/Bose-QuietComfort-45-Bluetooth-Headphones/dp/B098FKXT8L,24990,"10% off on HDFC CC (up to ₹1500)",https://www.flipkart.com/bose-quietcomfort-45-wireless-headphones-bluetooth-5-1-upto-24-hrs-battery-life-adaptive-noise-cancellation-voice-assistant-customizable-eq-touch-controls-black/p/itm6f8b3c4d7e5f2
Headphones,Sony WH-1000XM5,22999,"10% off on SBI CC (up to ₹2500)",https://www.amazon.in/Sony-WH-1000XM5-Cancelling-Headphones-Headphone/dp/B09XS7JYH8,22999,"5% cashback on Axis CC",https://www.flipkart.com/sony-wh-1000xm5-best-active-noise-cancelling-1n4hLvyp/p/itm0d5c7d4d7b5e4
Headphones,Sennheiser Momentum 4,23391,"10% off on HDFC CC (up to ₹2000)",https://www.amazon.in/Sennheiser-Momentum-Wireless-Headphones-Designed/dp/B0CCRZPKR1,23391,"10% off on ICICI CC (up to ₹1500)",https://www.flipkart.com/sennheiser-momentum-4-wireless-anc-60-hours-battery-life-bluetooth-headset/p/itm8c609112faa10
Headphones,JBL Live 660NC,14999,"10% off on ICICI CC (up to ₹1500)",https://www.amazon.in/JBL-Cancellation-Headphones-Headphone-Signature/dp/B08VDMK1V2,14999,"5% cashback on HDFC CC",https://www.flipkart.com/jbl-live-660nc-smart-adaptive-noise-cancellation-50-hr-playtime-speed-charge-bluetooth/p/itma961484c568ae
Headphones,Anker Soundcore Life Q30,7499,"10% off on SBI CC (up to ₹1000)",https://www.amazon.in/Anker-Soundcore-Cancelling-Headphones-Bluetooth/dp/B08HMWZBXC,7499,"10% off on Axis CC (up to ₹800)",https://www.flipkart.com/soundcore-anker-life-q30-hybrid-active-noise-cancellation-enabled-bluetooth-wired-headset/p/itm7eedb61701794
Headphones,Audio-Technica ATH-M20x,4200,"10% off on HDFC CC (up to ₹500)",https://www.amazon.in/Audio-Technica-ATH-M20x-Professional-Monitor-Headphones/dp/B00HVLUR18,4597,"5% cashback on ICICI CC",https://www.flipkart.com/audio-technica-ath-m20x-wired-without-mic-headset/p/itmb86381995474b
Headphones,Beyerdynamic DT 770 Pro,15036,"10% off on ICICI CC (up to ₹800)",https://www.amazon.in/Beyerdynamic-Closed-back-Studio-Mixing-Headphones/dp/B0006NL5SM,15036,"10% off on HDFC CC (up to ₹500)",https://www.flipkart.com/beyerdynamic-dt-770-pro-32-ohm-wired-without-mic-headset/p/itm192e0c5db21da
Headphones,AKG K371,2999,"10% off on SBI CC (up to ₹1000)",https://www.amazon.in/AKG-K371-Professional-Over-Ear-Headphones/dp/B07WZH7WM9,2999,"5% cashback on Axis CC",https://www.flipkart.com/akg-k371-closed-back-foldable-studio-wired-gaming/p/itm6057b1c0439c9
Headphones,HyperX Cloud II,6499,"10% off on HDFC CC (up to ₹1000)",https://www.amazon.in/HyperX-Cloud-II-Gaming-Headset/dp/B01HSC8X5Y,6499,"10% off on ICICI CC (up to ₹800)",https://www.flipkart.com/hyperx-cloud-ii-wired-headset/p/itm3c9e2af3cd8fb
Headphones,SteelSeries Arctis 7,47742,"10% off on ICICI CC (up to ₹1000)",https://www.amazon.in/SteelSeries-Arctis-7-2019-Edition/dp/B07FZVXS8H,47742,"5% cashback on HDFC CC",https://www.flipkart.com/steelseries-arctis-7-bluetooth-gaming-headset/p/itm6ab207a9331f7
Headphones,Logitech G Pro X,12995,"10% off on SBI CC (up to ₹1500)",https://www.amazon.in/Logitech-Gaming-Headset-Blue-Technology/dp/B07VMS65WX,12995,"10% off on Axis CC (up to ₹1000)",https://www.flipkart.com/logitech-g-pro-x-wired-gaming-headset/p/itm325176671e6ce
Headphones,Razer BlackShark V2,9999,"10% off on HDFC CC (up to ₹1500)",https://www.amazon.in/Razer-BlackShark-V2-Headset-RZ04-03240100-R3M1/dp/B08WBJHVYV,9999,"5% cashback on ICICI CC",https://www.flipkart.com/razer-blackshark-v2-multi-platform-usb-sound-card-wired-gaming-headset/p/itm9f5dbcdbb2123
Headphones,Corsair HS60,21961,"10% off on ICICI CC (up to ₹1000)",https://www.amazon.in/Corsair-Adjustable-Noise-Cancelling-Detachable-Compatibility/dp/B07Z8WKY2Z,21961,"10% off on HDFC CC (up to ₹700)",https://www.flipkart.com/corsair-hs60-pro-surround-wired-gaming-headset/p/itm1d10a7918ec37
Headphones,Turtle Beach Stealth 600,80,"10% off on SBI CC (up to ₹1000)",https://www.amazon.in/Turtle-Beach-Stealth-600-Gen/dp/B07VDL3V7Q,80,"5% cashback on Axis CC",https://www.flipkart.com/turtle-beach-stealth-600-wireless-wired-gaming/p/itmc928187534aa0
Headphones,Astro A40,99999,"10% off on HDFC CC (up to ₹1000)",https://www.amazon.in/ASTRO-Gaming-A40-Headset-Mac/dp/B014LH5LH4,99999,"10% off on ICICI CC (up to ₹900)",https://www.flipkart.com/astro-a40-tr-mod-kit-gen-4-headset-with-mixamp-pro-tr-for-pc-ps5-ps4-xbox-series-x-s-35mm-jack-24-bit-48khz-audio-customizable-eq-mods-black/p/itm5f4b3a9c5e4d6
Headphones,Plantronics RIG 800,100990,"10% off on ICICI CC (up to ₹1500)",https://www.amazon.in/Plantronics-RIG-800LX-Gaming-Headset/dp/B07VDL3V7Q,100990,"5% cashback on HDFC CC",https://www.flipkart.com/plantronics-rig-800lx-wireless-gaming-headset-for-xbox-series-x-s-xbox-one-40hrs-battery-life-40mm-drivers-dolby-audio-flip-to-mute-mic-black/p/itm6f8b3c4d7e5f2
Headphones,boAt Immortal 1000D,1399,"10% off on SBI CC (up to ₹1500)",https://www.amazon.in/boAt-Immortal-IM1000D-Headphones-Breathing/dp/B095XGCJYK,1399,"10% off on Axis CC (up to ₹1200)",https://www.flipkart.com/boat-immortal-im1000d-wired-gaming-headset/p/itmcfd3027a67a81
Headphones,Noise Elite ANC,1699,"10% off on HDFC CC (up to ₹200)",https://www.amazon.in/Noise-Elite-ANC-Wireless-Headphones/dp/B0D3M7J6K2,1699,"5% cashback on ICICI CC",https://www.flipkart.com/boat-airdopes-131-elite-anc-32db-anc-60hrs-playback-chrome-design-bluetooth/p/itm9ed50fc93d622
Headphones,Realme Buds Wireless 3,1299,"10% off on ICICI CC (up to ₹300)",https://www.amazon.in/realme-Wireless-Bluetooth-Headphones-Connection/dp/B0C8VJ1GQQ,1299,"10% off on HDFC CC (up to ₹200)",https://www.flipkart.com/realme-buds-wireless-3-30db-anc-360-degree-spatial-audio-upto-40-hours-playback-bluetooth/p/itm40ed0ec79181c
Headphones,OnePlus Nord Buds 2,1349,"10% off on SBI CC (up to ₹400)",https://www.amazon.in/OnePlus-Wireless-Earbuds-Titanium-Playback/dp/B0BYJ6ZMTS,1349,"5% cashback on Axis CC",https://www.flipkart.com/oneplus-nord-buds-2-earbuds-25db-active-noise-cancellation-bluetooth-headset/p/itm1564d0b502ff6
Headphones,boAt Airdopes 441,1599,"10% off on HDFC CC (up to ₹100)",https://www.amazon.in/boAt-Airdopes-441-Technology-Capacitive/dp/B09TRTY6Z6,1599,"10% off on ICICI CC (up to ₹100)",https://www.flipkart.com/boat-airdopes-441-tws-ear-buds-iwp-technology-bluetooth/p/itmd4e27e5a1bcea
Headphones,Mivi Collab D1,999,"10% off on ICICI CC (up to ₹200)",https://www.amazon.in/Mivi-Wireless-Bluetooth-Immersive-Powerful/dp/B08ZYPBSSH,999,"5% cashback on HDFC CC",https://www.flipkart.com/audio-video/headphones/mivi~brand/pr?sid=0pm%252Cfcn
Headphones,pTron Bassbuds Duo,899,"10% off on SBI CC (up to ₹100)",https://www.amazon.in/Bassbuds-Duo-Headphones-Water-Resistant-Assistance/dp/B09DD9SX9Z,899,"10% off on Axis CC (up to ₹100)",https://www.flipkart.com/ptron-bassbuds-duo-bluetooth-headset/p/itma24651c079a7d
Headphones,Boult Audio Z40,699,"10% off on HDFC CC (up to ₹100)",https://www.amazon.in/Boult-Audio-Wireless-Playtime-Bluetooth/dp/B0BQN2RMJF,699,"5% cashback on ICICI CC",https://www.flipkart.com/boult-audio-z40-zen-enc-mic-60h-battery-life-low-latency-gaming-made-india-5-3-bluetooth-headset/p/itm572c7e922965d
Headphones,Fastrack Fpods FE100,899,"10% off on ICICI CC (up to ₹100)",https://www.amazon.in/Fastrack-Earbuds-Playtime-Drivers-Crystal/dp/B0DGV13C31,899,"10% off on HDFC CC (up to ₹100)",https://www.flipkart.com/fastrack-fpods-fe100-bt5-4-tws-earbuds-40hrs-playtime-13mm-extra-deep-bass-drivers-dual-mic-enc-for-crystal-clear-calls-low-latency-gaming-mode-up/p/itm5f4b3a9c5e4d6
Headphones,Zebronics Zeb-Thunder Pro,1099,"10% off on SBI CC (up to ₹200)",https://www.amazon.in/Zebronics-Zeb-Thunder-PRO-Headphone-Supporting/dp/B097JPDQR8,1099,"5% cashback on Axis CC",https://www.flipkart.com/zebronics-thunder-pro-60h-backup-bt-v5-3-gaming-mode-enc-dual-pairing-bluetooth/p/itm5e026f13afa24
Headphones,Aroma NB120,999,"10% off on HDFC CC (up to ₹200)",https://www.amazon.in/NB119-Bluetooth-Wireless-Neckband-Assistant/dp/B0BHNPP2WQ,999,"10% off on ICICI CC (up to ₹200)",https://www.flipkart.com/aroma-nb120-unwind-upto-40-hours-playtime-dual-pairing-deep-bass-neckband-bluetooth-headset/p/itmb1fa39e16b575
Headphones,Caidea TW500,899,"10% off on ICICI CC (up to ₹200)",https://www.flipkart.com/caidea-tw500-tube-upto-50h-playtime-enc-fast-charging-dual-pairing-wireless-earbuds-bluetoothmulticolor-black-in-the-ear/p/itm5f4b3a9c5e4d6,899,"5% cashback on HDFC CC",https://www.flipkart.com/caidea-tw500-tube-upto-50h-playtime-enc-fast-charging-dual-pairing-wireless-earbuds-bluetoothmulticolor-black-in-the-ear/p/itm5f4b3a9c5e4d6
Headphones,TECHFIRE 500v2,799,"10% off on SBI CC (up to ₹200)",https://www.flipkart.com/techfire-fire-500v2-neckband-hi-bass-wireless-bluetooth-headphone-headset/p/itm72fa844c6ee72,799,"10% off on Axis CC (up to ₹200)",https://www.flipkart.com/techfire-fire-500v2-neckband-hi-bass-wireless-bluetooth-headphone-headset/p/itm72fa844c6ee72
Headphones,Aroma NB119 Diamond,999,"10% off on HDFC CC (up to ₹200)",https://www.amazon.in/NB119-Bluetooth-Wireless-Neckband-Assistant/dp/B0BHNPP2WQ,999,"5% cashback on ICICI CC",https://www.flipkart.com/aroma-nb119-diamond-50-hours-playtime-bluetooth-neckband-headset/p/itm06cec877cefcb
